output,time_step,indicator,cor_value
COD,6,DO,0.029373580742568257
COD,6,pH,0.04198951460876218
COD,6,TP,0.12907758315432669
COD,6,WT,0.10142212839906216
COD,7,AN,0.07399958505996947
COD,7,BOD,0.04232424465911716
COD,7,COD,0.17316767843260744
COD,7,DO,0.028443780112228447
COD,7,pH,0.0428169588628588
COD,7,TP,0.11518320327567079
COD,7,WT,0.09376860097522821
COD,8,AN,0.06947366518943546
COD,8,BOD,0.047562591960373685
COD,8,COD,0.17906552595271516
COD,8,DO,0.027094528895365105
COD,8,pH,0.05251047604710212
COD,8,TP,0.12176468587143405
COD,8,WT,0.09970963828758027
COD,9,AN,0.07108693958929593
COD,9,BOD,0.0426403585851914
COD,9,COD,0.19226262922852388
COD,9,DO,0.028660955850719275
COD,9,pH,0.04818797303961684
COD,9,TP,0.12439632119900285
COD,9,WT,0.09325477286342956
COD,10,AN,0.07736440183167953
COD,10,BOD,0.041736326611653475
COD,10,COD,0.22745061028279073
COD,10,DO,0.0304375283966786
COD,10,pH,0.05137311295484405
COD,10,TP,0.12440941805838546
COD,10,WT,0.09860026821519974
COD,11,AN,0.07485612726385636
COD,11,BOD,0.04342746173875914
COD,11,COD,0.24510340818274853
COD,11,DO,0.03329654600567035
COD,11,pH,0.04630548557280349
COD,11,TP,0.12518477109622989
COD,11,WT,0.10052525762388378
COD,12,AN,0.07318324034931686
COD,12,BOD,0.04439854582822874
COD,12,COD,0.25896969477547205
COD,12,DO,0.039149345436412776
COD,12,pH,0.04474391542745554
COD,12,TP,0.13689423831643777
COD,12,WT,0.11384793744042254
DO,1,AN,0.06047735345468561
DO,1,BOD,0.049930100915901734
DO,1,COD,0.03619522181006104
DO,1,DO,0.38513351351641006
DO,1,pH,0.06614097332945332
DO,1,TP,0.03784137631365643
DO,1,WT,0.3600668712858118
DO,2,AN,0.060315605883768934
DO,2,BOD,0.041179859696393824
DO,2,COD,0.03205881246645993
DO,2,DO,0.16333315099937268
DO,2,pH,0.050182606074138415
DO,2,TP,0.04084867531619019
DO,2,WT,0.16053286739608535
DO,3,AN,0.07059531150378744
DO,3,BOD,0.046022237511395774
DO,3,COD,0.03002919793455293
DO,3,DO,0.05520701406324527
DO,3,pH,0.04749570496615319
DO,3,TP,0.04162070383296869
DO,3,WT,0.07200153170759899
DO,4,AN,0.08585636317996803
DO,4,BOD,0.051890243931966604
DO,4,COD,0.03443858732642187
DO,4,DO,0.05544902682528543
DO,4,pH,0.04709556051096114
DO,4,TP,0.04786729133503008
DO,4,WT,0.11360797941663574
DO,5,AN,0.10240846527555422
DO,5,BOD,0.05911179011350919
DO,5,COD,0.03867289041219042
DO,5,DO,0.14977186955121816
DO,5,pH,0.053287227704820486
DO,5,TP,0.04577396222597804
DO,5,WT,0.27454438804640957
DO,6,AN,0.10924388427720941
DO,6,BOD,0.05850480824151051
DO,6,COD,0.0383836412118624
DO,6,DO,0.19901764702906594
DO,6,pH,0.0615547488293961
DO,6,TP,0.04323247504253451
DO,6,WT,0.3918761811926993
DO,7,AN,0.09716816764545122
DO,7,BOD,0.04804955696385683
DO,7,COD,0.036231780163812614
DO,7,DO,0.15243196099681802
DO,7,pH,0.053852674196787347
DO,7,TP,0.04455275558567029
DO,7,WT,0.3260727376550288
DO,8,AN,0.07602637524891447
DO,8,BOD,0.04212116245315807
DO,8,COD,0.03762766282263472
DO,8,DO,0.06187569243019725
DO,8,pH,0.05670692239796102
DO,8,TP,0.04235603736914167
DO,8,WT,0.15268651745961304
DO,9,AN,0.061223976005461284
DO,9,BOD,0.052117150122644104
DO,9,COD,0.038138775230343536
DO,9,DO,0.047080552393846585
DO,9,pH,0.061233787964494385
DO,9,TP,0.04432487488825735
DO,9,WT,0.07313221762718367
DO,10,AN,0.06100144032137334
DO,10,BOD,0.07198710572840772
DO,10,COD,0.04128154491279859
DO,10,DO,0.15274280232936152
DO,10,pH,0.0655984750407197
DO,10,TP,0.04582817671835874
DO,10,WT,0.14146952429389073
DO,11,AN,0.05944171892395956
DO,11,BOD,0.0761784911854837
DO,11,COD,0.04419536521404921
DO,11,DO,0.35888172183541583
DO,11,pH,0.07237106430933418
DO,11,TP,0.05142931869199802
DO,11,WT,0.32246005286957946
DO,12,AN,0.06861343896865447
DO,12,BOD,0.06546622170919039
DO,12,COD,0.046843196912619615
DO,12,DO,0.491791793738585
DO,12,pH,0.06914098374250124
DO,12,TP,0.0436946764471209
DO,12,WT,0.47181130354315237
pH,1,AN,0.09382580309692741
pH,1,BOD,0.04730283739275902
pH,1,COD,0.03874357906077072
pH,1,DO,0.07250615469275991
pH,1,pH,0.3163984831304768
pH,1,TP,0.1360226201083534
pH,1,WT,0.07626996151811227
pH,2,AN,0.08914111024989373
pH,2,BOD,0.050410395987328535
pH,2,COD,0.03960861370514843
pH,2,DO,0.06386027031877181
pH,2,pH,0.26235654783316237
pH,2,TP,0.13013313202791063
pH,2,WT,0.060814643450384134
pH,3,AN,0.09609567518167902
pH,3,BOD,0.04420223241806567
pH,3,COD,0.04206329876842459
pH,3,DO,0.05851208228653569
pH,3,pH,0.23084140765743502
pH,3,TP,0.1257682604933521
pH,3,WT,0.06364844066110462
pH,4,AN,0.09864292502202614
pH,4,BOD,0.04268880241252062
pH,4,COD,0.044049595347599654
pH,4,DO,0.0492336014278846
pH,4,pH,0.20308884326479332
pH,4,TP,0.12553346759904593
pH,4,WT,0.061790212995201564
pH,5,AN,0.09813457139064057
pH,5,BOD,0.0441869670711285
pH,5,COD,0.04524011238365071
pH,5,DO,0.047119404895336586
pH,5,pH,0.20043641855669642
pH,5,TP,0.12265682596097349
pH,5,WT,0.060733673497850325
pH,6,AN,0.10035039849630423
pH,6,BOD,0.04326127825577452
pH,6,COD,0.04311496499644827
pH,6,DO,0.05304298796739586
pH,6,pH,0.20207123552857997
pH,6,TP,0.12867501142490329
pH,6,WT,0.06340913395441473
pH,7,AN,0.09293016159757575
pH,7,BOD,0.0483963358916917
pH,7,COD,0.04549818381351223
pH,7,DO,0.05032427107073891
pH,7,pH,0.19779475436531968
pH,7,TP,0.13129823536998425
pH,7,WT,0.06275043335837151
pH,8,AN,0.10104638928130719
pH,8,BOD,0.045297111526012956
pH,8,COD,0.041218991413717244
pH,8,DO,0.04992519539946627
pH,8,pH,0.1912299265085483
pH,8,TP,0.12799580004756245
pH,8,WT,0.06501442815911461
pH,9,AN,0.09726118438276649
pH,9,BOD,0.05099647272870357
pH,9,COD,0.03835248207705873
pH,9,DO,0.0464864195214844
pH,9,pH,0.21037578115276928
pH,9,TP,0.13449722115832183
pH,9,WT,0.06636623663908607
pH,10,AN,0.10107901939089861
pH,10,BOD,0.04949125343526267
pH,10,COD,0.041188827528394936
pH,10,DO,0.05193520635118217
pH,10,pH,0.20411425523913995
pH,10,TP,0.13040498798085307
pH,10,WT,0.06541740012642426
pH,11,AN,0.10409505446928397
pH,11,BOD,0.05062282008046564
pH,11,COD,0.04166860951075112
pH,11,DO,0.06330817555228739
pH,11,pH,0.21308218777333077
pH,11,TP,0.12908880148719085
pH,11,WT,0.07069219761185608
pH,12,AN,0.09892688223958301
pH,12,BOD,0.04896625954531242
pH,12,COD,0.047792597682786105
pH,12,DO,0.07784060514448442
pH,12,pH,0.20950513015783612
pH,12,TP,0.12652306770158112
pH,12,WT,0.08308189965150652
TP,1,AN,0.14525802047385517
TP,1,BOD,0.06615348612805629
TP,1,COD,0.13235190740243108
TP,1,DO,0.047999284783171434
TP,1,pH,0.14784598173017094
TP,1,TP,0.6530259407239344
TP,1,WT,0.0771016865634154
TP,2,AN,0.13933703601891764
TP,2,BOD,0.06539903870155961
TP,2,COD,0.13391171417655431
TP,2,DO,0.045812877179617226
TP,2,pH,0.14082951083851752
TP,2,TP,0.6153689977550783
TP,2,WT,0.08360312697797083
TP,3,AN,0.14824619356954744
TP,3,BOD,0.06799040132395007
TP,3,COD,0.13158867359193008
TP,3,DO,0.04090101439128572
TP,3,pH,0.15167355687489525
TP,3,TP,0.5953704841314377
TP,3,WT,0.09120879763120456
TP,4,AN,0.14035214550238234
TP,4,BOD,0.06360033652367086
TP,4,COD,0.12205028305657292
TP,4,DO,0.04463744148485271
TP,4,pH,0.1418315182602784
TP,4,TP,0.582337743852519
TP,4,WT,0.09246803357401003
TP,5,AN,0.13162022671729617
TP,5,BOD,0.06502539570966727
TP,5,COD,0.1267660597604593
TP,5,DO,0.03933548042410562
TP,5,pH,0.13506952469615352
TP,5,TP,0.5850884442259487
TP,5,WT,0.09100879585686698
TP,6,AN,0.12740282823068017
TP,6,BOD,0.06539143911275144
TP,6,COD,0.12703200941553267
TP,6,DO,0.04092338018213964
TP,6,pH,0.1402236893976741
TP,6,TP,0.5818832688869728
TP,6,WT,0.08613036058005342
TP,7,AN,0.13270505990155454
TP,7,BOD,0.0676979437518694
TP,7,COD,0.1293691817366937
TP,7,DO,0.039818615195903996
TP,7,pH,0.13275486262705838
TP,7,TP,0.572318391008416
TP,7,WT,0.08337359757293858
TP,8,AN,0.13503030929899953
TP,8,BOD,0.0590815331086559
TP,8,COD,0.13795304435295327
TP,8,DO,0.039215152771433906
TP,8,pH,0.13628055226669708
TP,8,TP,0.5740316378128187
TP,8,WT,0.07982357315196532
TP,9,AN,0.13609776451662528
TP,9,BOD,0.053063613591134644
TP,9,COD,0.13288349890691248
TP,9,DO,0.03424910108439236
TP,9,pH,0.13093989499241918
TP,9,TP,0.5826786403060613
TP,9,WT,0.08050343751677523
TP,10,AN,0.1278754622662044
TP,10,BOD,0.05344571019748275
TP,10,COD,0.1347133477322481
TP,10,DO,0.032780060624598886
TP,10,pH,0.13465083238843298
TP,10,TP,0.5897726638153631
TP,10,WT,0.08305697794707069
TP,11,AN,0.13583078814411287
TP,11,BOD,0.0554751630837109
TP,11,COD,0.13582410206324108
TP,11,DO,0.036925773514333404
TP,11,pH,0.14134135885384033
TP,11,TP,0.5971427693972128
TP,11,WT,0.08425734916344975
TP,12,AN,0.13722019799298008
TP,12,BOD,0.05004487664241707
TP,12,COD,0.14749455823130178
TP,12,DO,0.04146483394087562
TP,12,pH,0.13903275935765694
TP,12,TP,0.6014215939293076
TP,12,WT,0.08535839434234212
WT,1,AN,0.06770798776447289
WT,1,BOD,0.053205558067302296
WT,1,COD,0.09398563737161868
WT,1,DO,0.32787753346672854
WT,1,pH,0.06931620359818993
WT,1,TP,0.07164404917022214
WT,1,WT,0.5501343613613576
WT,2,AN,0.06141225019673282
WT,2,BOD,0.043318410030141204
WT,2,COD,0.08203135715152611
WT,2,DO,0.14293857241863556
WT,2,pH,0.061213928328656186
WT,2,TP,0.07839849956433978
WT,2,WT,0.2366103953698561
WT,3,AN,0.059933266736551236
WT,3,BOD,0.05051671471366052
WT,3,COD,0.08360103956804663
WT,3,DO,0.06865059898849998
WT,3,pH,0.06292028469035499
WT,3,TP,0.07843822081690925
WT,3,WT,0.15255688514348603
WT,4,AN,0.07359589013295481
WT,4,BOD,0.061395533583488336
WT,4,COD,0.0836535514212509
WT,4,DO,0.1430502414486822
WT,4,pH,0.05880772175723187
WT,4,TP,0.07301261898890306
WT,4,WT,0.203054509285623
WT,5,AN,0.08553873514927085
WT,5,BOD,0.06926648767651357
WT,5,COD,0.09163137436039985
WT,5,DO,0.31174267307328274
WT,5,pH,0.05992839590111217
WT,5,TP,0.07333928537417156
WT,5,WT,0.48412529281340555
WT,6,AN,0.08250464951879503
WT,6,BOD,0.06833049024388657
WT,6,COD,0.08655714198156363
WT,6,DO,0.37575712231125546
WT,6,pH,0.06997007465436442
WT,6,TP,0.07321260737686974
WT,6,WT,0.6952289642228526
WT,7,AN,0.08151879002172491
WT,7,BOD,0.052064687943178305
WT,7,COD,0.08955681090744999
WT,7,DO,0.2756744432213756
WT,7,pH,0.05931789976293956
WT,7,TP,0.07967611287099081
WT,7,WT,0.4867621985781623
WT,8,AN,0.06970180618710704
WT,8,BOD,0.04977098060325603
WT,8,COD,0.08362460935131821
WT,8,DO,0.11798865220657437
WT,8,pH,0.05737996517769545
WT,8,TP,0.07830200996037512
WT,8,WT,0.1962953477105809
WT,9,AN,0.06398802699925124
WT,9,BOD,0.05223423489131785
WT,9,COD,0.07792658542123375
WT,9,DO,0.07003058417230772
WT,9,pH,0.07053879397372885
WT,9,TP,0.07935049480892771
WT,9,WT,0.14689533273789837
WT,10,AN,0.07065986839676858
WT,10,BOD,0.0720984952930925
WT,10,COD,0.08554136591793908
WT,10,DO,0.16523309118942858
WT,10,pH,0.07377106508193122
WT,10,TP,0.0705181464899729
WT,10,WT,0.24378276312770242
WT,11,AN,0.07673160972523398
WT,11,BOD,0.08155286603279291
WT,11,COD,0.10068684419717608
WT,11,DO,0.35108751289694906
WT,11,pH,0.07973488162485036
WT,11,TP,0.07193694366892468
WT,11,WT,0.5415634476251192
WT,12,AN,0.07745361135892201
WT,12,BOD,0.07357972084525306
WT,12,COD,0.09913903075724732
WT,12,DO,0.4641924991628001
WT,12,pH,0.07935092312970397
WT,12,TP,0.07912516521821969
WT,12,WT,0.7846052396532397
