output,time_step,indicator,cor_value
DO,3,COD,0.9587633566398766
DO,3,DO,0.9740460537087927
DO,3,pH,0.9845901142744361
DO,3,TP,0.7953617754054237
DO,3,WT,0.920060200690905
DO,4,AN,0.6574434912219018
DO,4,BOD,0.9258792816588819
DO,4,COD,0.9599279069084296
DO,4,DO,0.9644922560328036
DO,4,pH,0.9843533701917109
DO,4,TP,0.7945755546623687
DO,4,WT,0.9419285806341158
DO,5,AN,0.6514782545418463
DO,5,BOD,0.9245710377627225
DO,5,COD,0.9605138102468355
DO,5,DO,0.9576598694722749
DO,5,pH,0.9841401773200016
DO,5,TP,0.7934579658867991
DO,5,WT,0.9585572897736861
DO,6,AN,0.651105628082871
DO,6,BOD,0.9256616317695776
DO,6,COD,0.9601137567198246
DO,6,DO,0.9550888268576684
DO,6,pH,0.9840824773455329
DO,6,TP,0.7922523091202278
DO,6,WT,0.9658408431786109
DO,7,AN,0.6553173965170837
DO,7,BOD,0.9293929206422822
DO,7,COD,0.9586362635096288
DO,7,DO,0.9574541873811709
DO,7,pH,0.9843205059222585
DO,7,TP,0.79147093276141
DO,7,WT,0.9615199844584766
DO,8,AN,0.6608651463608396
DO,8,BOD,0.9345751225538571
DO,8,COD,0.9571335595181877
DO,8,DO,0.963807780960475
DO,8,pH,0.9846378020716591
DO,8,TP,0.7921372831261694
DO,8,WT,0.9464832111773422
DO,9,AN,0.6695197728691332
DO,9,BOD,0.9396442551777908
DO,9,COD,0.9555341892632719
DO,9,DO,0.9731338652988145
DO,9,pH,0.9849798416261089
DO,9,TP,0.7941474955988149
DO,9,WT,0.9250317786428818
DO,10,AN,0.6768927675778778
DO,10,BOD,0.9447560955420127
DO,10,COD,0.9542948634521464
DO,10,DO,0.983240561939754
DO,10,pH,0.9852858330584786
DO,10,TP,0.7955273636771225
DO,10,WT,0.9025317424779267
DO,11,AN,0.6830642594479389
DO,11,BOD,0.947061074340218
DO,11,COD,0.9539517131113637
DO,11,DO,0.9908368722992096
DO,11,pH,0.9853821567175999
DO,11,TP,0.796675890578314
DO,11,WT,0.8861949888623754
DO,12,AN,0.6844794858138117
DO,12,BOD,0.9463490755456538
DO,12,COD,0.9543687995544188
DO,12,DO,0.9942687767672476
DO,12,pH,0.9853030153472033
DO,12,TP,0.7969549114300726
DO,12,WT,0.8788416673942182
pH,1,AN,0.6876841231596907
pH,1,BOD,0.945945297753668
pH,1,COD,0.9718059107887241
pH,1,DO,0.9854724643390654
pH,1,pH,0.9995745618668395
pH,1,TP,0.8117147993976852
pH,1,WT,0.9361674245514117
pH,2,AN,0.6877972212284134
pH,2,BOD,0.9459094793010546
pH,2,COD,0.9719826012869734
pH,2,DO,0.9852773112006424
pH,2,pH,0.9994980924435216
pH,2,TP,0.8117843415523496
pH,2,WT,0.9362096821602538
pH,3,AN,0.6881971734140246
pH,3,BOD,0.9459510485111019
pH,3,COD,0.9720349650226389
pH,3,DO,0.9848294179626345
pH,3,pH,0.99944613761567
pH,3,TP,0.8120183423775185
pH,3,WT,0.9364199474820869
pH,4,AN,0.6883554742761961
pH,4,BOD,0.9460437730779725
pH,4,COD,0.9721117661866095
pH,4,DO,0.984521171343902
pH,4,pH,0.999399417080577
pH,4,TP,0.8120432809955481
pH,4,WT,0.9369760978970131
pH,5,AN,0.6886162359331951
pH,5,BOD,0.9461990987289279
pH,5,COD,0.9721814107102559
pH,5,DO,0.9842592263197582
pH,5,pH,0.9993837375171002
pH,5,TP,0.8119637583828159
pH,5,WT,0.9377463963351608
pH,6,AN,0.6899365698038504
pH,6,BOD,0.946535669662729
pH,6,COD,0.9722902536256737
pH,6,DO,0.9840674253264009
pH,6,pH,0.999372731638233
pH,6,TP,0.8119557682404407
pH,6,WT,0.9381044872187478
pH,7,AN,0.6902598919584647
pH,7,BOD,0.9466456074540623
pH,7,COD,0.9722500095675902
pH,7,DO,0.9839751062874598
pH,7,pH,0.9993567569419661
pH,7,TP,0.8117106243182071
pH,7,WT,0.9379258303785991
pH,8,AN,0.6906146740353214
pH,8,BOD,0.9469094902969528
pH,8,COD,0.9722890500828097
pH,8,DO,0.9840448538659057
pH,8,pH,0.9993512486416728
pH,8,TP,0.8119652947311341
pH,8,WT,0.937280924707191
pH,9,AN,0.6905596336032163
pH,9,BOD,0.9472636119494716
pH,9,COD,0.9722015032252661
pH,9,DO,0.9842868748765877
pH,9,pH,0.9993790193524638
pH,9,TP,0.8120301209603974
pH,9,WT,0.93641488492086
pH,10,AN,0.6897963875000707
pH,10,BOD,0.9475184812431029
pH,10,COD,0.9721508653683872
pH,10,DO,0.9846724035142389
pH,10,pH,0.9993547943014521
pH,10,TP,0.8121086523845558
pH,10,WT,0.9358659691790364
pH,11,AN,0.6894173696164725
pH,11,BOD,0.9483954095450876
pH,11,COD,0.972059068562964
pH,11,DO,0.9850995163833366
pH,11,pH,0.9993775450521065
pH,11,TP,0.8118046227056607
pH,11,WT,0.9360611595831283
pH,12,AN,0.6889490183096656
pH,12,BOD,0.9486795852982864
pH,12,COD,0.972033168402782
pH,12,DO,0.9853394682051431
pH,12,pH,0.9993741224589439
pH,12,TP,0.8115730404143445
pH,12,WT,0.9361024470521275
TP,1,AN,0.6668615093779773
TP,1,BOD,0.7730944593954204
TP,1,COD,0.8297169927844295
TP,1,DO,0.7964868561535586
TP,1,pH,0.8117222909051269
TP,1,TP,0.9385798791544576
TP,1,WT,0.7732219581406474
TP,2,AN,0.6637700999313584
TP,2,BOD,0.7694129752049408
TP,2,COD,0.8266247633093792
TP,2,DO,0.7954352240880124
TP,2,pH,0.81222650347189
TP,2,TP,0.9262358339498634
TP,2,WT,0.7744978718280028
TP,3,AN,0.6578928313052712
TP,3,BOD,0.7673308319196466
TP,3,COD,0.825173422336309
TP,3,DO,0.7938780797807563
TP,3,pH,0.8120746924815269
TP,3,TP,0.9181002313418661
TP,3,WT,0.7759712807887317
TP,4,AN,0.6542194588932405
TP,4,BOD,0.7653781815045878
TP,4,COD,0.8242595249133204
TP,4,DO,0.7925450399150044
TP,4,pH,0.8120610384271636
TP,4,TP,0.9086156947832755
TP,4,WT,0.7789880214187624
TP,5,AN,0.6448539281873803
TP,5,BOD,0.7665503831813537
TP,5,COD,0.8249066030285457
TP,5,DO,0.7920023521683387
TP,5,pH,0.8117838501855051
TP,5,TP,0.904162701591173
TP,5,WT,0.7815414592796703
TP,6,AN,0.6443455302435235
TP,6,BOD,0.7671406400555587
TP,6,COD,0.8264573820751338
TP,6,DO,0.7922600664593801
TP,6,pH,0.811793383875558
TP,6,TP,0.9028901842746035
TP,6,WT,0.7824459979643003
TP,7,AN,0.6454304517675132
TP,7,BOD,0.7712963044669523
TP,7,COD,0.8286404134035976
TP,7,DO,0.7915507643885347
TP,7,pH,0.8114579614612583
TP,7,TP,0.9029683149434561
TP,7,WT,0.7836459215450493
TP,8,AN,0.6493551819057874
TP,8,BOD,0.7719549199541601
TP,8,COD,0.8312068097237258
TP,8,DO,0.7922348304841353
TP,8,pH,0.8114090374393497
TP,8,TP,0.9065650667399461
TP,8,WT,0.7828907987756946
TP,9,AN,0.659368599011825
TP,9,BOD,0.7730674529169964
TP,9,COD,0.8313727825541535
TP,9,DO,0.793778151612115
TP,9,pH,0.811338320450639
TP,9,TP,0.9129869046980595
TP,9,WT,0.7793127097645821
TP,10,AN,0.6591225767873959
TP,10,BOD,0.770828767441532
TP,10,COD,0.831255695952241
TP,10,DO,0.7948154898946351
TP,10,pH,0.8116230046911538
TP,10,TP,0.9158807129553916
TP,10,WT,0.7772130843766722
TP,11,AN,0.6629588847550754
TP,11,BOD,0.7730567626292055
TP,11,COD,0.8319843952180567
TP,11,DO,0.7963045972545759
TP,11,pH,0.8117361736960383
TP,11,TP,0.9222189025473978
TP,11,WT,0.7744686474141632
TP,12,AN,0.669673493744437
TP,12,BOD,0.7737136728323555
TP,12,COD,0.8322748128152799
TP,12,DO,0.7970974565861695
TP,12,pH,0.8116563756877359
TP,12,TP,0.9248020350299458
TP,12,WT,0.7715659735663293
WT,1,AN,0.6252142896379705
WT,1,BOD,0.8716419327872917
WT,1,COD,0.921402124411715
WT,1,DO,0.8859249081540433
WT,1,pH,0.9362366496119687
WT,1,TP,0.775077644255164
WT,1,WT,0.9779936769658542
WT,2,AN,0.6409986426633668
WT,2,BOD,0.8849390354217864
WT,2,COD,0.9174939776281724
WT,2,DO,0.9033286298126083
WT,2,pH,0.9367456782982782
WT,2,TP,0.7769732031211398
WT,2,WT,0.9377324484334384
WT,3,AN,0.6612797018895218
WT,3,BOD,0.8975989092062455
WT,3,COD,0.9124768705504237
WT,3,DO,0.9251887257333311
WT,3,pH,0.9373925826445159
WT,3,TP,0.7790795201788295
WT,3,WT,0.8842422981204197
WT,4,AN,0.6819526383311465
WT,4,BOD,0.9071710522294728
WT,4,COD,0.9095192131390044
WT,4,DO,0.9466640052605626
WT,4,pH,0.9377904193016542
WT,4,TP,0.7798616863259237
WT,4,WT,0.8304632866275786
WT,5,AN,0.697949944444549
WT,5,BOD,0.9116426779131616
WT,5,COD,0.907557246196711
WT,5,DO,0.9610953457830781
WT,5,pH,0.9377623236684369
WT,5,TP,0.7815666598970711
WT,5,WT,0.791247065679122
WT,6,AN,0.7053489900273308
WT,6,BOD,0.9090718409718845
WT,6,COD,0.9076487038119592
WT,6,DO,0.9651534456363996
WT,6,pH,0.9374763832963927
WT,6,TP,0.7818711150082153
WT,6,WT,0.7757765493834585
WT,7,AN,0.6995903461861722
WT,7,BOD,0.9008050212960907
WT,7,COD,0.911121749519759
WT,7,DO,0.9580933592638334
WT,7,pH,0.9371219472496848
WT,7,TP,0.7813783112377415
WT,7,WT,0.7898619413326071
WT,8,AN,0.6848852968086833
WT,8,BOD,0.8885148172248205
WT,8,COD,0.9154911336220716
WT,8,DO,0.9419784538481285
WT,8,pH,0.936838869487516
WT,8,TP,0.7808155265652357
WT,8,WT,0.8288645383991625
WT,9,AN,0.664400980390727
WT,9,BOD,0.8758454931408888
WT,9,COD,0.9198750427145613
WT,9,DO,0.9201155690955788
WT,9,pH,0.9367248542217882
WT,9,TP,0.7775550548225673
WT,9,WT,0.8829395379238056
WT,10,AN,0.643827838636202
WT,10,BOD,0.8671889787600013
WT,10,COD,0.924106122449837
WT,10,DO,0.8987102788378729
WT,10,pH,0.9363850984186057
WT,10,TP,0.7760477724690158
WT,10,WT,0.9373343084411272
WT,11,AN,0.6271847423770247
WT,11,BOD,0.8642656934512756
WT,11,COD,0.9249383381399594
WT,11,DO,0.8836568529832238
WT,11,pH,0.9360846983569637
WT,11,TP,0.7734710990090046
WT,11,WT,0.9769380532109377
WT,12,AN,0.6212158484688172
WT,12,BOD,0.8667972767165479
WT,12,COD,0.9239622714147608
WT,12,DO,0.8785311708956328
WT,12,pH,0.9360078653307808
WT,12,TP,0.7726909088282282
WT,12,WT,0.9924429976772067
